Source,Target,Label,Type,Context,Source_Document,Weight,Chapter,Book_Vol,Description
nar,old ufthak,PERSON-PERSON,CO_OCCURRENCE,"Ufthak? We lost him for days. Then we found him in a corner; hanging up he was, but he was wide awake and glaring. How we laughed! She'd forgotten him, maybe, but we didn't touch him-no good interfering with Her. Nar – this little filth, he'll wake up, in a",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,2,10,4,[N/A]
hearth and high-seat,the battle of the pelennor fields,LOCATION-EVENT,CO_OCCURRENCE,"Fire, red fire! Are there dragons in this land? Look, there is another!' For answer Gandalf cried aloud to his horse. 'On, Shadowfax! We must hasten. Time is short. See! The beacons of Gondor are alight, calling for aid. War is kindled. See, there is the fire on Amon Dîn,",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,3,1,5,[N/A]
hearth and high-seat,eilenach beacon,LOCATION-LOCATION,CO_OCCURRENCE,"the fire on Amon Dîn, and flame on Eilenach; and there they go speeding west: Nardol, Erelas, Min-Rimmon, Calenhad, and the Halifirien on the borders of Rohan.' But Shadowfax paused in his stride, slowing to a walk, and then he lifted up his head and neighed. And out of the",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,9,1,5,[N/A]
eilenach beacon,húrin the tall warden of the keys,LOCATION-PERSON,CO_OCCURRENCE,"Gandalf cried aloud to his horse. 'On, Shadowfax! We must hasten. Time is short. See! The beacons of Gondor are alight, calling for aid. War is kindled. See, there is the fire on Amon Dîn, and flame on Eilenach; and there they go speeding west: Nardol, Erelas, Min-Rimmon, Calenhad, and",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,18,1,5,[N/A]
eilenach beacon,land of the valley of singing gold,LOCATION-LOCATION,CO_OCCURRENCE,"The beacons of Gondor are alight, calling for aid. War is kindled. See, there is the fire on Amon Dîn, and flame on Eilenach; and there they go speeding west: Nardol, Erelas, Min-Rimmon, Calenhad, and the Halifirien on the borders of Rohan.' But Shadowfax paused in his stride, slowing to",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,10,1,5,[N/A]
hearth and high-seat,calenhad,LOCATION-PERSON,CO_OCCURRENCE,"the fire on Amon Dîn, and flame on Eilenach; and there they go speeding west: Nardol, Erelas, Min-Rimmon, Calenhad, and the Halifirien on the borders of Rohan.' But Shadowfax paused in his stride, slowing to a walk, and then he lifted up his head and neighed. And out of the",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,6,1,5,[N/A]
hearth and high-seat,erelas,LOCATION-PERSON,CO_OCCURRENCE,"the fire on Amon Dîn, and flame on Eilenach; and there they go speeding west: Nardol, Erelas, Min-Rimmon, Calenhad, and the Halifirien on the borders of Rohan.' But Shadowfax paused in his stride, slowing to a walk, and then he lifted up his head and neighed. And out of the",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,6,1,5,[N/A]
hearth and high-seat,halifirien,LOCATION-LOCATION,CO_OCCURRENCE,"the fire on Amon Dîn, and flame on Eilenach; and there they go speeding west: Nardol, Erelas, Min-Rimmon, Calenhad, and the Halifirien on the borders of Rohan.' But Shadowfax paused in his stride, slowing to a walk, and then he lifted up his head and neighed. And out of the",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,6,1,5,[N/A]
hearth and high-seat,min-rimmon,LOCATION-ORGANIZATION,CO_OCCURRENCE,"the fire on Amon Dîn, and flame on Eilenach; and there they go speeding west: Nardol, Erelas, Min-Rimmon, Calenhad, and the Halifirien on the borders of Rohan.' But Shadowfax paused in his stride, slowing to a walk, and then he lifted up his head and neighed. And out of the",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,6,1,5,[N/A]
hearth and high-seat,nardol,LOCATION-PERSON,CO_OCCURRENCE,"the fire on Amon Dîn, and flame on Eilenach; and there they go speeding west: Nardol, Erelas, Min-Rimmon, Calenhad, and the Halifirien on the borders of Rohan.' But Shadowfax paused in his stride, slowing to a walk, and then he lifted up his head and neighed. And out of the",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,8,1,5,[N/A]
calenhad,eilenach beacon,PERSON-LOCATION,CO_OCCURRENCE,"the fire on Amon Dîn, and flame on Eilenach; and there they go speeding west: Nardol, Erelas, Min-Rimmon, Calenhad, and the Halifirien on the borders of Rohan.' But Shadowfax paused in his stride, slowing to a walk, and then he lifted up his head and neighed. And out of the",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,6,1,5,[N/A]
calenhad,land of the valley of singing gold,PERSON-LOCATION,CO_OCCURRENCE,"The beacons of Gondor are alight, calling for aid. War is kindled. See, there is the fire on Amon Dîn, and flame on Eilenach; and there they go speeding west: Nardol, Erelas, Min-Rimmon, Calenhad, and the Halifirien on the borders of Rohan.' But Shadowfax paused in his stride, slowing to",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,3,1,5,[N/A]
eilenach beacon,erelas,LOCATION-PERSON,CO_OCCURRENCE,"and flame on Eilenach; and there they go speeding west: Nardol, Erelas, Min-Rimmon, Calenhad, and the Halifirien on the borders of Rohan.' But Shadowfax paused in his stride, slowing to a walk, and then he lifted up his head and neighed. And out of the darkness the answering neigh of",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,7,1,5,[N/A]
eilenach beacon,halifirien,LOCATION-LOCATION,CO_OCCURRENCE,"and flame on Eilenach; and there they go speeding west: Nardol, Erelas, Min-Rimmon, Calenhad, and the Halifirien on the borders of Rohan.' But Shadowfax paused in his stride, slowing to a walk, and then he lifted up his head and neighed. And out of the darkness the answering neigh of",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,7,1,5,[N/A]
eilenach beacon,min-rimmon,LOCATION-ORGANIZATION,CO_OCCURRENCE,"and flame on Eilenach; and there they go speeding west: Nardol, Erelas, Min-Rimmon, Calenhad, and the Halifirien on the borders of Rohan.' But Shadowfax paused in his stride, slowing to a walk, and then he lifted up his head and neighed. And out of the darkness the answering neigh of",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,7,1,5,[N/A]
eilenach beacon,nardol,LOCATION-PERSON,CO_OCCURRENCE,"and flame on Eilenach; and there they go speeding west: Nardol, Erelas, Min-Rimmon, Calenhad, and the Halifirien on the borders of Rohan.' But Shadowfax paused in his stride, slowing to a walk, and then he lifted up his head and neighed. And out of the darkness the answering neigh of",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,7,1,5,[N/A]
erelas,land of the valley of singing gold,PERSON-LOCATION,CO_OCCURRENCE,"The beacons of Gondor are alight, calling for aid. War is kindled. See, there is the fire on Amon Dîn, and flame on Eilenach; and there they go speeding west: Nardol, Erelas, Min-Rimmon, Calenhad, and the Halifirien on the borders of Rohan.' But Shadowfax paused in his stride, slowing to",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,3,1,5,[N/A]
land of the valley of singing gold,halifirien,LOCATION-LOCATION,CO_OCCURRENCE,"the hills under the shades of dark Halifirien by the borders of Gondor; but away to their left the mists lay on the marshes fed by the mouths of Entwash. And as they rode rumour came of war in the North. Lone men, riding wild, brought word of foes assailing",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,9,1,5,[N/A]
land of the valley of singing gold,min-rimmon,LOCATION-ORGANIZATION,CO_OCCURRENCE,"of Gondor, from Min-Rimmon even to Pinnath Gelin and the far coasts of the sea; and all that could come to the City made haste to come. And the City was filled again with women and fair children that returned to their homes laden with flowers; and from Dol Amroth",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,14,1,5,[N/A]
land of the valley of singing gold,nardol,LOCATION-PERSON,CO_OCCURRENCE,"The beacons of Gondor are alight, calling for aid. War is kindled. See, there is the fire on Amon Dîn, and flame on Eilenach; and there they go speeding west: Nardol, Erelas, Min-Rimmon, Calenhad, and the Halifirien on the borders of Rohan.' But Shadowfax paused in his stride, slowing to",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,5,1,5,[N/A]
calenhad,húrin the tall warden of the keys,PERSON-PERSON,CO_OCCURRENCE,"Nardol, Erelas, Min-Rimmon, Calenhad, and the Halifirien on the borders of Rohan.' But Shadowfax paused in his stride, slowing to a walk, and then he lifted up his head and neighed. And out of the darkness the answering neigh of other horses came; and presently the thudding of hoofs was",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,18,1,5,[N/A]
erelas,húrin the tall warden of the keys,PERSON-PERSON,CO_OCCURRENCE,"Nardol, Erelas, Min-Rimmon, Calenhad, and the Halifirien on the borders of Rohan.' But Shadowfax paused in his stride, slowing to a walk, and then he lifted up his head and neighed. And out of the darkness the answering neigh of other horses came; and presently the thudding of hoofs was",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,20,1,5,[N/A]
halifirien,húrin the tall warden of the keys,LOCATION-PERSON,CO_OCCURRENCE,"Nardol, Erelas, Min-Rimmon, Calenhad, and the Halifirien on the borders of Rohan.' But Shadowfax paused in his stride, slowing to a walk, and then he lifted up his head and neighed. And out of the darkness the answering neigh of other horses came; and presently the thudding of hoofs was",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,14,1,5,[N/A]
min-rimmon,húrin the tall warden of the keys,ORGANIZATION-PERSON,CO_OCCURRENCE,"Nardol, Erelas, Min-Rimmon, Calenhad, and the Halifirien on the borders of Rohan.' But Shadowfax paused in his stride, slowing to a walk, and then he lifted up his head and neighed. And out of the darkness the answering neigh of other horses came; and presently the thudding of hoofs was",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,22,1,5,[N/A]
nardol,húrin the tall warden of the keys,PERSON-PERSON,CO_OCCURRENCE,"Nardol, Erelas, Min-Rimmon, Calenhad, and the Halifirien on the borders of Rohan.' But Shadowfax paused in his stride, slowing to a walk, and then he lifted up his head and neighed. And out of the darkness the answering neigh of other horses came; and presently the thudding of hoofs was",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,20,1,5,[N/A]
húrin the tall warden of the keys,shadow fax,PERSON-PERSON,CO_OCCURRENCE,"son, be he man or-' 'Hobbit,' said Pippin. 'Little service can I offer to your lord, but what I can do, I would do, remembering Boromir the brave.' 'Fare you well!' said Ingold; and the men made way for Shadow fax, and he passed through a narrow gate in the",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,7,1,5,[N/A]
gandalf stormcrow,folk of the lonely mountain,PERSON-ORGANIZATION,CO_OCCURRENCE,"Gandalf Stormcrow you would have seen a host of foes coming out of Anórien and no Riders of Rohan. And you may yet. Fare you well, and sleep not!' Gandalf passed now into the wide land beyond the Rammas Echor. So the men of Gondor called the out wall that",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,8,1,5,[N/A]
land of the valley of singing gold,rammas echor,LOCATION-LOCATION,CO_OCCURRENCE,"seen a host of foes coming out of Anórien and no Riders of Rohan. And you may yet. Fare you well, and sleep not!' Gandalf passed now into the wide land beyond the Rammas Echor. So the men of Gondor called the out wall that they had built with great",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,34,1,5,[N/A]
húrin the tall warden of the keys,rammas echor,PERSON-LOCATION,CO_OCCURRENCE,"well, and sleep not!' Gandalf passed now into the wide land beyond the Rammas Echor. So the men of Gondor called the out wall that they had built with great labour, after Ithilien fell under the shadow of their Enemy. For ten leagues or more it ran from the mountains'",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,29,1,5,[N/A]
rammas echor,folk of the lonely mountain,LOCATION-ORGANIZATION,CO_OCCURRENCE,"seen a host of foes coming out of Anórien and no Riders of Rohan. And you may yet. Fare you well, and sleep not!' Gandalf passed now into the wide land beyond the Rammas Echor. So the men of Gondor called the out wall that they had built with great",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,13,1,5,[N/A]
land of the valley of singing gold,the harlond,LOCATION-LOCATION,CO_OCCURRENCE,"their last hope left them. For Anduin, from the bend at the Harlond, so flowed that from the City men could look down it lengthwise for some leagues, and the far-sighted could see any ships that approached. And looking thither they cried in dismay; for black against the glittering stream",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,34,1,5,[N/A]
land of the valley of singing gold,lossarnach,LOCATION-LOCATION,CO_OCCURRENCE,"in Gondor. 'Forlong!' men shouted. 'True heart, true friend! Forlong!' But when the men of Lossarnach had passed they muttered: 'So few! Two hundreds, what are they? We hoped for ten times the number. That will be the new tidings of the black fleet. They are sparing only a tithe",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,33,1,5,[N/A]
folk of the lonely mountain,lebennin,ORGANIZATION-LOCATION,CO_OCCURRENCE,"south in fair Lebennin with its five swift streams. There dwelt a hardy folk between the mountains and the sea. They were reckoned men of Gondor, yet their blood was mingled, and there were short and swarthy folk among them whose sires came more from the forgotten men who housed",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,3,1,5,[N/A]
bay of belfalas,the dark years,LOCATION-EVENT,CO_OCCURRENCE,"in the shadow of the hills in the Dark Years ere the coming of the kings. But beyond, in the great fief of Belfalas, dwelt Prince Imrahil in his castle of Dol Amroth by the sea, and he was of high blood, and his folk also, tall men and proud",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,6,1,5,[N/A]
bay of belfalas,the prince of dol amroth,LOCATION-PERSON,CO_OCCURRENCE,"great fief of Belfalas, dwelt Prince Imrahil in his castle of Dol Amroth by the sea, and he was of high blood, and his folk also, tall men and proud with sea-grey eyes. Now after Gandalf had ridden for some time the light of day grew in the sky, and",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,9,1,5,[N/A]
the dark years,the prince of dol amroth,EVENT-PERSON,CO_OCCURRENCE,"in the shadow of the hills in the Dark Years ere the coming of the kings. But beyond, in the great fief of Belfalas, dwelt Prince Imrahil in his castle of Dol Amroth by the sea, and he was of high blood, and his folk also, tall men and proud",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,5,1,5,[N/A]
the dark years,mound of the riders,EVENT-LOCATION,CO_OCCURRENCE,"in the shadow of the hills in the Dark Years ere the coming of the kings. But beyond, in the great fief of Belfalas, dwelt Prince Imrahil in his castle of Dol Amroth by the sea, and he was of high blood, and his folk also, tall men and proud",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,4,1,5,[N/A]
mound of the riders,the prince of dol amroth,LOCATION-PERSON,CO_OCCURRENCE,"right the Prince Imrahil with the men of Dol Amroth tall and fair, and picked men of the Tower of Guard. The wind blew, and the trumpets sang, and arrows whined; but the sun now climbing towards the South was veiled in the reeks of Mordor, and through a threatening",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,50,1,5,[N/A]
húrin the tall warden of the keys,the prince of dol amroth,PERSON-PERSON,CO_OCCURRENCE,"Rohan, and the Prince Imrahil, and Gandalf robed all in white, and four small figures that many men marvelled to see. 'Nay, cousin! they are not boys,' said Ioreth to her kinswoman from Imloth Melui, who stood beside her. 'Those are _Periain_, out of the far country of the Halflings,",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,635,1,5,[N/A]
mount mindolluin,stewards,LOCATION-ORGANIZATION,CO_OCCURRENCE,"the Stewards floated a thousand feet above the plain. A strong citadel it was indeed, and not to be taken by a host of enemies, if there were any within that could hold weapons; unless some foe could come behind and scale the lower skirts of Mindolluin, and so come",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,1,1,5,[N/A]
húrin the tall warden of the keys,vorondil,PERSON-PERSON,CO_OCCURRENCE,"that Boromir always wore!' cried Pippin. 'Verily,' said Denethor. 'And in my turn I bore it, and so did each eldest son of our house, far back into the vanished years before the failing of the kings, since Vorondil father of Mardil hunted the wild kine of Araw in the",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,11,1,5,[N/A]
araw,húrin the tall warden of the keys,PERSON-PERSON,CO_OCCURRENCE,"Pippin. 'Verily,' said Denethor. 'And in my turn I bore it, and so did each eldest son of our house, far back into the vanished years before the failing of the kings, since Vorondil father of Mardil hunted the wild kine of Araw in the far fields of Rhûn. I",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,2,1,5,[N/A]
húrin the tall warden of the keys,rhûn,PERSON-LOCATION,CO_OCCURRENCE,"Pippin. 'Verily,' said Denethor. 'And in my turn I bore it, and so did each eldest son of our house, far back into the vanished years before the failing of the kings, since Vorondil father of Mardil hunted the wild kine of Araw in the far fields of Rhûn. I",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,3,1,5,[N/A]
mount mindolluin,heart of the shire,LOCATION-LOCATION,CO_OCCURRENCE,"the blue air Mount Mindolluin lifted its white helm and snowy cloak. Armed men went to and fro in the ways of the City, as if going at the striking of the hour to changes of post and duty. 'Nine o'clock we'd call it in the Shire,' said Pippin aloud",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,1,1,5,[N/A]
nuncheon,húrin the tall warden of the keys,LOCATION-PERSON,CO_OCCURRENCE,"Pippin's face. 'Those who have had heavy duty take somewhat to refresh their strength in the mid-morning. Then there is the nuncheon, at noon or after as duties allow; and men gather for the daymeal, and such mirth as there still may be, about the hour of sunset. 'Come! We",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,2,1,5,[N/A]
land of the valley of singing gold,sixth circle,LOCATION-LOCATION,CO_OCCURRENCE,"people came from the mountain-vales, and before that from Ithilien. But fear not! The visit shall be short, a mere call of courtesy, and we will go thence to the butteries.' Pippin found that Shadowfax had been well housed and tended. For in the sixth circle, outside the walls of",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,11,1,5,[N/A]
húrin the tall warden of the keys,sixth circle,PERSON-LOCATION,CO_OCCURRENCE,"butteries.' Pippin found that Shadowfax had been well housed and tended. For in the sixth circle, outside the walls of the citadel, there were some fair stables where a few swift horses were kept, hard by the lodgings of the errand-riders of the Lord: messengers always ready to go at",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,11,1,5,[N/A]
húrin the tall warden of the keys,targon,PERSON-PERSON,CO_OCCURRENCE,"Guard.' said Beregond. 'Greetings, Targon!' he called through the hatch. 'It is early yet, but here is a newcomer that the Lord has taken into his service. He has ridden long and far with a tight belt, and has had sore labour this morning, and he is hungry. Give us",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,10,1,5,[N/A]
húrin the tall warden of the keys,lossarnach,PERSON-LOCATION,CO_OCCURRENCE,"Tumladen and Lossarnach, and the mountain-villages, and then on to Lebennin,' said Beregond. 'There go the last of the wains that bear away to refuge the aged the children, and the women that must go with them. They must all be gone from the Gate and the road clear for",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,54,1,5,[N/A]
húrin the tall warden of the keys,tumladen,PERSON-LOCATION,CO_OCCURRENCE,"Tumladen and Lossarnach, and the mountain-villages, and then on to Lebennin,' said Beregond. 'There go the last of the wains that bear away to refuge the aged the children, and the women that must go with them. They must all be gone from the Gate and the road clear for",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,3,1,5,[N/A]
the enemy,umbar,PERSON-LOCATION,CO_OCCURRENCE,"by the corsairs of Umbar in the South. They have long ceased to fear the might of Gondor, and they have allied them with the Enemy, and now make a heavy stroke in his cause. For this attack will draw off much of the help that we looked to have",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,2,1,5,[N/A]
bay of belfalas,lebennin,LOCATION-LOCATION,CO_OCCURRENCE,"Umbar are coming! So Belfalas is taken, and the Ethir, and Lebennin is gone. The Corsairs are upon us! It is the last stroke of doom!' And some without order, for none could he found to command them in the City, ran to the bells and tolled the alarm; and",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,17,1,5,[N/A]
the enemy,lebennin,PERSON-LOCATION,CO_OCCURRENCE,"in the South. They have long ceased to fear the might of Gondor, and they have allied them with the Enemy, and now make a heavy stroke in his cause. For this attack will draw off much of the help that we looked to have from Lebennin and Belfalas, where",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,1,1,5,[N/A]
land of the valley of singing gold,the prince of dol amroth,LOCATION-PERSON,CO_OCCURRENCE,Pippin was very welcome. There had already been much talk in the citadel about Mithrandir's companion and his long closeting with the Lord; and rumour declared that a Prince of the Halflings had come out of the North to offer allegiance to Gondor and five thousand swords. And some said,C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,238,1,5,[N/A]
the prince of dol amroth,folk of the lonely mountain,PERSON-ORGANIZATION,CO_OCCURRENCE,"declared that a Prince of the Halflings had come out of the North to offer allegiance to Gondor and five thousand swords. And some said that when the Riders came from Rohan each would bring behind him a halfling warrior, small maybe, but doughty. Though Pippin had regretfully to destroy",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,59,1,5,[N/A]
land of the valley of singing gold,lampwrights' street,LOCATION-LOCATION,CO_OCCURRENCE,"Lampwrights' Street, a broad way running towards the Great Gate. In it he found the Old Guesthouse, a large building of grey weathered stone with two wings running back from the street, and between them a narrow greensward, behind which was the many-windowed house, fronted along its whole width by",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,5,1,5,[N/A]
land of the valley of singing gold,old guesthouse,LOCATION-LOCATION,CO_OCCURRENCE,"and widest circle, and there he was directed to the Lampwrights' Street, a broad way running towards the Great Gate. In it he found the Old Guesthouse, a large building of grey weathered stone with two wings running back from the street, and between them a narrow greensward, behind which",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,8,1,5,[N/A]
land of the valley of singing gold,rath celerdain,LOCATION-LOCATION,CO_OCCURRENCE,"Rath Celerdain, the Lampwrights' Street. You will find him there with other lads that are remaining in the City. There may be things worth seeing down at the Great Gate ere the closing.' He went out, and soon after all the others followed. The day was still fine, though it",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,21,1,5,[N/A]
land of the valley of singing gold,i pheriannath,LOCATION-PERSON,CO_OCCURRENCE,"Pheriannath_ and knew that his title had gone down before him into the City. He came at last by arched streets and many fair alleys and pavements to the lowest and widest circle, and there he was directed to the Lampwrights' Street, a broad way running towards the Great Gate.",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,1,1,5,[N/A]
father of horse-men,smials at tuckborough,PERSON-LOCATION,CO_OCCURRENCE,"the tallest. What is your father?' 'Which question shall I answer first?' said Pippin. 'My father farms the lands round Whitwell near Tuckborough in the Shire. I am nearly twenty-nine, so I pass you there; though I am but four feet, and not likely to grow any more, save sideways.'",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,6,1,5,[N/A]
father of horse-men,whitwell,PERSON-LOCATION,CO_OCCURRENCE,"the tallest. What is your father?' 'Which question shall I answer first?' said Pippin. 'My father farms the lands round Whitwell near Tuckborough in the Shire. I am nearly twenty-nine, so I pass you there; though I am but four feet, and not likely to grow any more, save sideways.'",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,6,1,5,[N/A]
húrin the tall warden of the keys,whitwell,PERSON-LOCATION,CO_OCCURRENCE,"answer first?' said Pippin. 'My father farms the lands round Whitwell near Tuckborough in the Shire. I am nearly twenty-nine, so I pass you there; though I am but four feet, and not likely to grow any more, save sideways.' 'Twenty-nine!' said the lad and whistled. 'Why, you are quite",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,8,1,5,[N/A]
smials at tuckborough,whitwell,LOCATION-LOCATION,CO_OCCURRENCE,"Whitwell near Tuckborough in the Shire. I am nearly twenty-nine, so I pass you there; though I am but four feet, and not likely to grow any more, save sideways.' 'Twenty-nine!' said the lad and whistled. 'Why, you are quite old! As old as my uncle Iorlas. Still,' he added",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,10,1,5,[N/A]
father of horse-men,heart of the shire,PERSON-LOCATION,CO_OCCURRENCE,"the tallest. What is your father?' 'Which question shall I answer first?' said Pippin. 'My father farms the lands round Whitwell near Tuckborough in the Shire. I am nearly twenty-nine, so I pass you there; though I am but four feet, and not likely to grow any more, save sideways.'",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,5,1,5,[N/A]
heart of the shire,smials at tuckborough,LOCATION-LOCATION,CO_OCCURRENCE,"Whitwell near Tuckborough in the Shire. I am nearly twenty-nine, so I pass you there; though I am but four feet, and not likely to grow any more, save sideways.' 'Twenty-nine!' said the lad and whistled. 'Why, you are quite old! As old as my uncle Iorlas. Still,' he added",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,8,1,5,[N/A]
heart of the shire,whitwell,LOCATION-LOCATION,CO_OCCURRENCE,"Whitwell near Tuckborough in the Shire. I am nearly twenty-nine, so I pass you there; though I am but four feet, and not likely to grow any more, save sideways.' 'Twenty-nine!' said the lad and whistled. 'Why, you are quite old! As old as my uncle Iorlas. Still,' he added",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,8,1,5,[N/A]
uncle iorlas,heart of the shire,PERSON-LOCATION,CO_OCCURRENCE,"Shire. I am nearly twenty-nine, so I pass you there; though I am but four feet, and not likely to grow any more, save sideways.' 'Twenty-nine!' said the lad and whistled. 'Why, you are quite old! As old as my uncle Iorlas. Still,' he added hopefully, 'I wager I could",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,2,1,5,[N/A]
uncle iorlas,smials at tuckborough,PERSON-LOCATION,CO_OCCURRENCE,"Whitwell near Tuckborough in the Shire. I am nearly twenty-nine, so I pass you there; though I am but four feet, and not likely to grow any more, save sideways.' 'Twenty-nine!' said the lad and whistled. 'Why, you are quite old! As old as my uncle Iorlas. Still,' he added",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,1,1,5,[N/A]
uncle iorlas,whitwell,PERSON-LOCATION,CO_OCCURRENCE,"Whitwell near Tuckborough in the Shire. I am nearly twenty-nine, so I pass you there; though I am but four feet, and not likely to grow any more, save sideways.' 'Twenty-nine!' said the lad and whistled. 'Why, you are quite old! As old as my uncle Iorlas. Still,' he added",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,1,1,5,[N/A]
uncle iorlas,húrin the tall warden of the keys,PERSON-PERSON,CO_OCCURRENCE,"feet, and not likely to grow any more, save sideways.' 'Twenty-nine!' said the lad and whistled. 'Why, you are quite old! As old as my uncle Iorlas. Still,' he added hopefully, 'I wager I could stand you on your head or lay you on your back.' 'Maybe you could, if",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,8,1,5,[N/A]
húrin the tall warden of the keys,captains of the outlands,PERSON-ORGANIZATION,CO_OCCURRENCE,"happening there?' 'The Captains of the Outlands are expected up the South Road ere sundown. Come with us and you will see.' Bergil proved a good comrade, the best company Pippin had had since he parted from Merry, and soon they were laughing and talking gaily as they went about",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,15,1,5,[N/A]
captains of the outlands,land of the valley of singing gold,ORGANIZATION-LOCATION,CO_OCCURRENCE,"were soon going to the Gate to look on. We will go now.' 'What is happening there?' 'The Captains of the Outlands are expected up the South Road ere sundown. Come with us and you will see.' Bergil proved a good comrade, the best company Pippin had had since he",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,11,1,5,[N/A]
